supConstruida,terreno,title,valorCLP,valorUF,x,y
60,70,manuel de Salas 303,700000,25,-33.45232,-70.59303
127,135,Hospital de Carabineros - Metro Monseñor,700000,25,-33.45460,-70.61340
86,91,Emilia Tellez  /  Coventry,698836,25,-33.45449,-70.60383
80,89,HOLANDA 3444 - Departamento 31,690000,24,-33.45449,-70.60383
75,80,RICARDO LYON ÑUÑOA,690000,24,-33.44640,-70.60260
82,92,Eliecer Parada  / Arturo Medina,690000,24,-33.43868,-70.58635
60,70,PEDRO TORRES // NICANOR MARAMBIO,690000,24,-33.45390,-70.58900
75,85,COVENTRY,700000,25,-33.43620,-70.58120
90,104,Diego de Almagro / La Giralda,690000,24,-33.43765,-70.58091
81,85,METRO CHILE ESPAÑA / CAP. ORELLA,690000,24,-33.45276,-70.60174
100,210,SUECIA / FRANCISCO BILBAO,680000,24,-33.43855,-70.60195
92,108,Dublé Almeyda 1424,680000,24,-33.45441,-70.61652
112,112,AV. SEMINARIO/ METRO IRARRÁZAVAL,800000,28,-33.45338,-70.62692
112,112,ESTACIÓN METRO IRARRÁZAVAL/ SEMINARIO/ MATTA ORIENTE,800000,28,-33.45338,-70.62692
65,68,Los Jardines / Irarrázaval,800000,28,-33.45620,-70.58852
63,72,Plaza Ñuñoa - Irarrazaval,790000,28,-33.45680,-70.59380
109,128,Manuel de Salas 655 - Departamento 92,800000,28,-33.44923,-70.59297
100,104,Francisco villagra / Irarrazaval,750000,27,-33.45449,-70.57503
106,112,Metro Simón Bolivar - Américo Vespucio,750000,26,-33.44600,-70.57200
91,96,Diego de Almagro - Montenegro,750000,26,-33.43713,-70.58149
102,110,Sucre con Suecia,750000,26,-33.44806,-70.60107
92,108,Metro  Principe de Gales,750000,26,-33.43767,-70.57758
60,71,Avenida Luis Thayer Ojeda 2185 - Departamento 2,750000,26,-33.43785,-70.59670
85,93,Arriendo departamento Brown Norte Casi esquina Simón Bolivar,750000,26,-33.44947,-70.59134
85,95,Diego de Almagro  4765,750000,26,-33.43765,-70.58091
80,91,amapolas,750000,26,-33.44000,-70.57360
92,105,Metro Ñuñoa / José Dgo Cañas / Pedro de Valdivia,780000,27,-33.45742,-70.60181
116,130,Coventry / Irarrazaval,750000,26,-33.45280,-70.58030
140,160,Manuel de Salas con Simón Bolívar,750000,26,-33.44920,-70.59300
75,90,A. Vespucio / C. Goyenechea,750000,26,-33.39383,-70.58901
125,125,"Pedro De Valdivia / Los Tres Antonios, Ñuñoa",730000,26,-33.45622,-70.60288
90,90,Simón Bolívar - Coventry,710000,25,-33.44820,-70.58290
88,165,Metro Plaza Egaña / Gran Terraza Azotea,720000,25,-33.45142,-70.57266
94,167,Seminario 1617 - Departamento 1105,700000,25,-33.45932,-70.62544
100,100,Simon Bolivar / Chile España,700000,25,-33.44930,-70.59781
70,70,Exequiel Fernandez 848,600000,21,-33.46230,-70.60009
66,79,Ricardo Lyon  / Sucre,600000,21,-33.44645,-70.60259
75,90,Crescente Errázuriz 401,600000,21,-33.45743,-70.62540
93,100,Suárez Mujica / Seminario / San Eugenio,700000,25,-33.45904,-70.62604
70,75,Metro Santa Isabel/ Irarrazaval,600000,21,-33.45079,-70.62962
75,75,Crescente Errazuriz / grecia,600000,21,-33.45750,-70.62549
125,125,Brown Norte / Julio Zegers,600000,21,-33.45087,-70.59140
60,63,IRARRAZAVAL - FRANCISCO VILLAGRA,600000,21,-33.45398,-70.57702
76,80,San Eugenio/Metro Ñuble,600000,21,-33.46450,-70.62440
53,66,Manuel Montt - 2 Dormitorios,600000,21,-33.45020,-70.61290
75,165,Metro Ñuble - San Eugenio,600000,21,-33.46510,-70.62460
70,76,NUEVO SIN USO / DIEGO DE ALMAGRO / TIPO MARIPOSA,600000,21,-33.43713,-70.58149
110,110,Duble Almeyda / Metro Monseñor Eyzaguirr,600000,21,-33.45470,-70.61290
69,81,Edificio Magazine Irarrazaval esquina Montenegro,600000,21,-33.45531,-70.58587
70,165,PENTHOUSE A 2 CUADRAS METRO ÑUBLE/SAN EUGENIO,600000,21,-33.46561,-70.62414
64,64,Departamento en Los Jardines,600000,21,-33.45670,-70.58870
80,80,"METRO VILLA FREI, 3D 2B",600000,21,-33.45460,-70.58260
62,68,Hamburgo 800,600000,21,-33.44690,-70.57710
70,76,NUEVO SIN USO / DIEGO DE ALMAGRO / TIPO MARIPOSA,600000,21,-33.43713,-70.58149
67,77,Estación metro Monseñor Eyzaguirre,600000,21,-33.45019,-70.61290
81,86,Suecia / Pedro Lautaro Ferrer,600000,21,-33.44511,-70.60143
75,78,"Dublé , Ñuñoa.",600000,21,-33.45670,-70.59690
98,102,duble almeyda  4580,600000,21,-33.45561,-70.60406
78,86,Dublé Almeyda  / Monseñor Eyzaguirre,650000,23,-33.45487,-70.61338
110,117,Miguel Claro / Irarrazaval,650000,23,-33.45261,-70.61564
90,95,"San Juan de Luz 4910, Ñuñoa - Departamento 707",650000,23,-33.43676,-70.57939
78,82,"Duble Almeyda, Monseñor Eyzaguirre",650000,23,-33.45490,-70.61380
85,90,Emilia Téllez - Coventry AMOBLADO,650000,23,-33.44200,-70.58110
94,94,Av. Holanda / Av. Simón Bolívar,650000,23,-33.44879,-70.59600
70,73,Av. Simón Bolívar / Chile España,650000,23,-33.44901,-70.59724
80,96,COMODO Y AMPLIO DEPARTAMENTO CON OPCION A AMUEBLADO,650000,23,-33.45287,-70.61959
73,81,Irarrazaval / Av. Italia,650000,23,-33.45240,-70.62290
82,88,Irarrazal / Miguel claro,650000,23,-33.45288,-70.61634
75,84,Plaza Ñuñoa - Irarrazaval,650000,23,-33.45390,-70.59860
82,82,MIGUEL CLARO/ IRARRAZAVAL / METRO M. EYZAGUIRRE,650000,23,-33.45289,-70.61600
58,68,General José Artigas / Hernán Cortés . ESTILO MARIPOSA,650000,23,-33.44704,-70.59897
72,78,República de Israel / Duble Almeyda- AMOBLADO,630000,22,-33.45460,-70.62085
66,79,Ricardo Lyon  / Sucre,630000,22,-33.44645,-70.60259
75,81,BADEN/COVENTRY,650000,23,-33.45170,-70.58020
66,79,Departamento amoblado 2 dormitorios Lyon/Sucre,630000,22,-33.44645,-70.60259
85,85,ARRIENDO DEPTO IMPECABLE EN EXCELENTE UBICACION A PASOS DE METRO,630000,22,-33.43684,-70.57660
63,102,Irarrázaval Diagonal Oriente,630000,22,-33.45485,-70.57766
70,87,"Coventry Tobalaba, hermoso departamento en privilegiado sector de Ñuñoa, terraza de 15 mts aprox.",630000,22,-33.43608,-70.57959
100,110,REGINA PACIS - CON 2 ESTACIONAMIENTOS***,650000,23,-33.44760,-70.59530
70,85,Coventry / Tobalaba,630000,22,-33.43617,-70.57964
78,84,José Manuel Infante / Duble Almeyda,650000,23,-33.45412,-70.61775
80,120,san eugenio / carlos dittborn,650000,23,-33.46518,-70.62417
69,75,García Moreno 2448,650000,23,-33.43497,-70.58202
68,81,Arriendo / Depto Nuevo / Ñuñoa,630000,22,-33.45163,-70.58011
90,96,ARMANDO CARRERA - HAMBURGO - METRO PRÍNC,650000,23,-33.43770,-70.57760
83,95,Dublé Almeyda 2020,650000,23,-33.45497,-70.60976
70,74,Av. Simón Bolívar / Bremen,656905,23,-33.44828,-70.57859
69,73,García Moreno 2448,650000,23,-33.43497,-70.58202
70,70,Exequiel Fernández  881 - Departamento 606A,650000,23,-33.45449,-70.60383
60,80,Metro Chile España/Irarrazaval/Pedro Tor,650000,23,-33.45380,-70.58940
90,90,Crescente Errázuriz 401,650000,23,-33.45758,-70.62526
75,84,Irarrazaval / Chile España,650000,23,-33.45280,-70.59828
100,130,Villaseca  75,650000,23,-33.45290,-70.60314
80,88,Plaza Ñuñoa,650000,23,-33.45268,-70.59291
47,47,Irarrázaval / Metro Villa Frei /San Jorge,650000,23,-33.45452,-70.57742
70,83,irarrazaval / montenegro,650000,23,-33.45520,-70.58613
64,69,BARRIO ITALIA,650000,23,-33.45061,-70.62260
91,104,Departamento en condominio Simón Bolívar,650000,23,-33.44840,-70.57960
80,80,Fernandez Concha / Suárez Mujica,650000,23,-33.45893,-70.62209
72,86,Arriendo excelente departamento amoblado Ñuñoa / Exequiel Fernández,650000,23,-33.46293,-70.60036
100,106,IRARRAZAVAL,650000,23,-33.45500,-70.58700
80,89,Chile España / Alonso de Ercilla,650000,23,-33.45220,-70.59780
69,73,Departamento metro Francisco Bilbao,650000,23,-33.43494,-70.58218
70,75,Departamento Nuevo a estrenar.,650000,23,-33.44670,-70.61130
112,115,Holanda / Simón Bolivar,650000,23,-33.45013,-70.59589
85,89,Eliecer Parada con Emilia Tellez,650000,23,-33.43910,-70.58690
70,85,AV TOBALABA // COVENTRY,630000,22,-33.43610,-70.57960
80,80,Baden,630000,22,-33.45170,-70.58020
60,74,Tegualda 1662,624480,22,-33.44938,-70.62259
75,90,Metro Príncipe de Gales,630000,22,-33.43640,-70.57870
75,85,COVENTRY / TOBALABA,630000,22,-33.43608,-70.57959
81,184,Plaza Egaña,630000,22,-33.45170,-70.58020
75,85,COVENTRY / TOBALABA,630000,22,-33.43608,-70.57959
85,85,Coventry / Tobalaba,630000,22,-33.43595,-70.57975
75,90,Metro Bilbao/Ñuñoa,630000,22,-33.43663,-70.57915
90,90,BROWN SUR - DUBLE ALMEYDA - EDO. CASTILLO VELASCO,620000,22,-33.45812,-70.59227
71,71,Diego de Almagro 417,625000,22,-33.43812,-70.59154
74,83,METRO CHILE ESPAÑA,620000,22,-33.45280,-70.59790
75,78,Eliecer Parada/Emilia Tellez,620000,22,-33.44068,-70.58785
85,90,Irarrazaval/Pedro de VAldivia,614975,22,-33.45231,-70.60615
60,60,San Juan de Luz / Tobalaba,610000,22,-33.43672,-70.57960
87,96,Piso 16/Vista/ estacionamiento,620000,22,-33.44761,-70.59542
75,83,Municipalidad de Ñuñoa,620000,22,-33.45280,-70.59790
60,75,Tegualda 1662 - Departamento 1003,604616,21,-33.44955,-70.62296
69,77,Av. Irarrázaval  / Montenegro,610000,21,-33.45520,-70.58613
73,75,PROFESOR JUAN GOMEZ MILLA / EXEQUIEL FERNANDEZ,610000,21,-33.46195,-70.59970
80,86,Metro Principe de Gales,608546,21,-33.44003,-70.57542
83,93,Diego de Almagro/ Eliecer Parada,610000,21,-33.43740,-70.58110
60,60,Precioso Departamento AMOBLADO Metro Monseñor Eyzaguirre,600000,21,-33.45441,-70.61652
68,78,Irarrazaval metro Plaza Egaña,600000,21,-33.45430,-70.57560
64,68,"General Bustamante 722, Ñuñoa BCGA 19-58",550000,19,-33.45104,-70.62900
80,80,Espronceda / Simón Bolívar,550000,19,-33.44956,-70.59904
85,80,DIEGO DE ALMAGRO/COVENTRY,551801,19,-33.43880,-70.57790
70,76,Echeñique/Hamburgo,550000,19,-33.44700,-70.57710
72,76,Avenida Grecia 451 - Departamento 310,550000,19,-33.45664,-70.62573
64,76,Vista Norte // Semi nuevo,550000,19,-33.44020,-70.57350
64,76,Vista Despejada // Amapolas,550000,19,-33.44010,-70.57330
65,65,Condell / Irarrazaval,550000,19,-33.45269,-70.62435
80,87,Diagonal Oriente/ Regina Pacis,550000,19,-33.44754,-70.59475
91,93,Tranversal Suarez Mujica,550000,19,-33.46080,-70.60040
80,80,Diagonal Ote,550000,19,-33.45870,-70.57650
77,80,Departamento a pasos del metro Monseñor,550000,19,-33.45260,-70.61600
71,90,Carmen Covarrubias 184 - Departamento 11,550000,19,-33.45507,-70.61122
80,80,san eugenio sn,550000,19,-33.46177,-70.62510
57,89,Avenida Condell 1575,550000,19,-33.44909,-70.62529
70,79,jose domingo cañas 2500,550000,19,-33.45449,-70.60383
87,87,Regina Pacis,550000,19,-33.44790,-70.59400
75,80,METRO PRINCIPE DE GALES // LOCOMOCION COLECTIVA,550000,19,-33.44218,-70.58048
62,72,José Domingo Cañas  1980,550000,19,-33.45620,-70.61048
65,70,Metro Villa Frei/Irarrazaval / San Jorge,550000,19,-33.45480,-70.57800
71,75,Contramaestre Micalvi/Diagonal Oriente,550000,19,-33.45658,-70.57862
68,75,Metro Monseñor Eyzaguirre,550000,19,-33.45373,-70.61810
65,65,ÑUÑOA - LOS JARDINES,520000,18,-33.45620,-70.58852
66,71,Los Jardines 65,525000,18,-33.45620,-70.58852
61,72,Avenida Pedro de Valdivia 3000,520000,18,-33.45004,-70.60536
85,96,Avenida Sucre 2800,510000,18,-33.44818,-70.60188
68,68,Heriberto Covarrubias  41,520000,18,-33.45287,-70.57356
75,82,Mons. Eyzaguirre / José Domingo Cañas,520000,18,-33.45532,-70.61369
65,65,Los Talaveras 45 - Departamento 2106,520000,18,-33.45591,-70.59097
63,73,Jaime Guzman Errazuriz / Campus Oriente UC,530000,18,-33.44695,-70.59485
56,66,Metro Simón Bolivar - Echeñique,520000,18,-33.44579,-70.57349
56,66,Echeñique 5500,520772,18,-33.45449,-70.60383
60,60,PLAZA EGAñA,520000,18,-33.45410,-70.58360
65,65,SECTOR ECHEñIQUE METRO SIMóN BOLIVAR,520000,18,-33.44590,-70.58640
70,75,OPORTUNIDAD!!  A PASOS DE NUEVO METRO CHILE ESPAÑA!!,520000,18,-33.45366,-70.59905
78,83,PROXIMO  LINEA 4 Y 6  DEL METRO,520000,18,-33.45758,-70.62526
57,57,metro Simón Bolívar,520000,18,-33.44561,-70.57602
75,82,"Los Jardines, Ñuñoa",520000,18,-33.45639,-70.58848
85,91,"Departamento excelente ubicacion ,colegios ,universidad y comercios con estacionamiento",520000,18,-33.44786,-70.59402
67,67,IRARRAZAVAL / METRO ÑUÑOA,520000,18,-33.45368,-70.60848
64,68,Monseñor Eyzaguirre / José Domingo Cañas,520000,18,-33.45600,-70.61370
60,72,Metro Ñuñoa/2D2B + Estacionamiento + la mejor vista de Ñuñoa,520000,18,-33.45368,-70.60848
70,75,Metro Mons. Eyzaguirre,520000,18,-33.45449,-70.61345
67,67,IRARRAZAVAL / METRO ÑUÑOA,520000,18,-33.45368,-70.60848
85,93,chile españa 120 - Departamento 705,520000,18,-33.45389,-70.59864
61,64,PROF. RODOLFO LENZ/SIMON BOLIVAR,520000,18,-33.44940,-70.59510
50,85,Metro Simon Bolivar - Con Patio privado,580000,20,-33.44647,-70.57642
70,75,METRO MONSEÑOR EYZAGUIRRE,580000,20,-33.45396,-70.61392
72,78,AMOBLADO / Dublé Almeyda / República de Israel,580000,20,-33.45460,-70.62085
90,95,Metro Ñuñoa / Managua,580000,20,-33.45202,-70.60780
80,80,Eliecer Parada / Arturo Medina,580000,20,-33.43871,-70.58417
70,86,Metro Ñuñoa - Hernan Cortez  / Lautaro F,580000,20,-33.44680,-70.60100
65,65,Metro Monseñor Eyzaguirre / José Domingo Cañas 1585,580000,20,-33.45652,-70.61503
75,80,Departamento a pasos de Providencia.,580000,20,-33.43870,-70.58390
100,120,Metro Plaza Egaña,580000,20,-33.45631,-70.57363
80,80,Plaza Ñuñoa-Campus Oriente GRAN TERRAZA,580000,20,-33.44830,-70.59329
70,78,Palqui / Exequiel Fernandez,580000,20,-33.45980,-70.60100
75,85,Ricardo Lyon / hernán Cortés,580000,20,-33.44640,-70.60260
72,85,MONSEÑOR EYZAGUIRRE/  AV. IRARRÁZAVAL/ LINEA 3 METRO,580000,20,-33.45486,-70.61486
72,85,"LINEA 3 ""ESTACIÓN MONSEÑOR EYZAGUIRRE"" /  AV. IRARRÁZAVAL",580000,20,-33.45486,-70.61486
57,64,Tobalaba con Coventry,580000,20,-33.43610,-70.58050
68,75,Metro Monseñor Eyzaguirre,575000,20,-33.45373,-70.61810
80,80,"PRECIOSO DEPARTAMENTO, EN EXCELENTES CONDICIONES,  DOS DORMITORIOS, PRÓXIMO AL METRO FRANCISCO BILBAO. dirigirse a Oscar Fiorilo 993438951 o Tatiana Ramírez 990020090",570000,20,-33.43838,-70.58130
85,87,coventry / San juan de Luz,580000,20,-33.43663,-70.58000
74,74,EMILIA TELLEZ,570000,20,-33.44278,-70.57675
85,90,Emilia Téllez- Coventry,595000,21,-33.44190,-70.58060
78,78,Metro Chile España,590000,21,-33.45449,-70.60383
68,68,simon Bolivar,570000,20,-33.45150,-70.59430
80,84,Oportunidad !!! / Metro estación Ñuñoa,595000,21,-33.45211,-70.60223
75,85,diego de almagro/ aguilucho,580000,21,-33.44186,-70.59840
75,75,Montenegro / Iata,590000,21,-33.45350,-70.58547
44,51,"Bustamante, a pasos de metro Irarrazaval",590000,21,-33.45179,-70.62890
68,75,Metro Monseñor Eyzaguirre,575000,20,-33.45373,-70.61810
77,77,Francisco de Villagra 385,590000,21,-33.45732,-70.57316
78,78,Metro Chile España,590000,21,-33.45449,-70.60383
98,98,Los Aliaga 531,570000,20,-33.45880,-70.57609
84,84,JOSÉ MANUEL INFANTE/ DUBLÉ ALMEYDA,590000,21,-33.45412,-70.61775
90,90,Bremen / Estrella Solitaria,590000,21,-33.44987,-70.57856
58,62,Avenida Ossa 1400 - Departamento 204,590000,21,-33.44120,-70.57306
72,78,EXCEQUIEL FERNANDEZ / IRARRAZABAL,590000,21,-33.45479,-70.59959
78,85,"Coventry, Tobalaba",590000,21,-33.43690,-70.58080
65,70,San Jorge / Metro Villa Frei,580000,21,-33.45475,-70.57783
84,84,Irarrázaval con José Manuel Infante,580000,21,-33.45330,-70.61780
78,78,Metro Chile España,590000,21,-33.45449,-70.60383
75,75,Holanda / Gerona,587022,21,-33.45283,-70.59604
75,87,Cercano a Estación Metro,570000,21,-33.45027,-70.60396
58,67,Av. Irarrazaval - Antonio Varas,587000,21,-33.45370,-70.60850
72,84,METRO CHILE ESPAÑA,580000,20,-33.45553,-70.59840
70,75,SALVADOR DUBLE ALMEYDA,580000,20,-33.45460,-70.62080
72,85,Arriendo excelente departamento Ñuñoa / Sector Exequiel Fernández / Grecia,580000,20,-33.46293,-70.60036
72,72,"San Jorge, Irarrázabal. Edificio Nodo. A pasos de estación Metro Villa Frei.",587022,21,-33.45475,-70.57783
71,85,AVENIDA CHILE ESPAÑA,600000,21,-33.44700,-70.59680
90,90,Sector Av. República de Israel/ Av. Salvador,600000,21,-33.45460,-70.62085
57,67,TOBALABA / MONTENEGRO,600000,21,-33.43480,-70.58140
56,67,Departamento en Arriendo / Ñuñoa,600000,21,-33.43467,-70.58134
81,86,Suecia / Pedro Lautaro Ferrer,600000,21,-33.44511,-70.60143
66,70,"Diego de Almagro 4715, Ñuñoa, Región Met",600000,21,-33.43730,-70.58130
80,86,Plaza Egaña,600000,21,-33.45380,-70.57509
98,108,EXCELENTE OPORTUNIDAD RENGO / JOSE MIGUEL INFANTE,600000,21,-33.44855,-70.61865
75,83,Metro Chile España - 2 Estacionamientos,600000,21,-33.45280,-70.59790
80,96,COMODO Y AMPLIO DEPARTAMENTO CON OPCION A AMUEBLADO,600000,21,-33.45287,-70.61959
59,70,"TOBALABA, EDIFICIO NUEVO",600000,21,-33.43400,-70.58310
94,100,Irarrázaval / Ángel Cruchaga Santa María,600000,21,-33.45367,-70.58667
112,112,ÑUÑOA - RENGO - METRO MONS. EYZAGUIRRE,600000,21,-33.44871,-70.61884
83,92,Sucre / Antonio Varas,600000,21,-33.44833,-70.61214
57,68,Avda Tobalaba / Montenegro,600000,21,-33.43553,-70.58087
92,109,Calle Seminario / Calle Suárez Mujica,600000,21,-33.45918,-70.62457
73,94,Irarrázaval 1989,600000,21,-33.45368,-70.61021
59,70,"TOBALABA, EDIFICIO NUEVO",600000,21,-33.43400,-70.58310
100,106,Francisco Villagra - Metro Egaña / A. Vespucio,599601,21,-33.45671,-70.57434
74,80,Metro Ñuñoa - Duble Almeyda / Monseñor E,600000,21,-33.45520,-70.61130
60,60,"Holanda con Gerona, Arriendo amoblado, incluye Gastos Comunes!!",550000,20,-33.45235,-70.59602
38,44,JOSE MIGUEL INFANTE  / CAUPOLICAN,580000,21,-33.44749,-70.61868
60,62,Heriberto Covarrubias 30 - Departamento 106,560000,20,-33.45284,-70.57368
78,78,Metro Chile España,590000,21,-33.45449,-70.60383
70,78,Antonio Varas  / Bilbao,550000,20,-33.44106,-70.61324
82,95,Piso dos/terraza/estacionamiento,598000,21,-33.44761,-70.59542
79,86,Santa Julia/Irarrazaval,560000,20,-33.45600,-70.59010
64,70,"Calle Holanda-Sector Manuel de Salas, GGCC incluidos.",560000,20,-33.45022,-70.59497
63,77,Los Aliaga / Metro Plaza Egaña,560000,20,-33.45871,-70.57646
90,90,Ricardo Lyon 2830,560000,20,-33.45449,-70.60383
56,67,Tobalaba / García Moreno,560000,20,-33.43467,-70.58134
70,75,Plaza Ñuñoa,559068,20,-33.45530,-70.59420
65,70,"Irarrazabal / Antonio Varas,  Nuevo",550000,19,-33.45449,-70.60383
65,70,Irarrazaval  / Diagonal Oriente,550000,19,-33.45475,-70.57783
65,70,Irarrazaval  / Diagonal Oriente,550000,19,-33.45475,-70.57783
80,87,METRO IRARRAZABAL,550000,19,-33.45487,-70.62923
65,69,Brown Norte 868,550000,19,-33.44755,-70.59148
72,78,CARMEN COVARRUBIAS / DUBLE ALMEYDA,550000,19,-33.45515,-70.61159
68,78,Heriberto Covarrubias / Irarrázabal,550000,19,-33.45271,-70.57362
100,112,Carrera pinto  / Antonio varasq,550000,19,-33.45042,-70.61225
76,76,Amapolas 5565,550000,19,-33.44005,-70.57364
58,66,Simon Bolivar con Chile España,550000,19,-33.44890,-70.59710
70,80,METRO PLAZA EGAÑA - Calle Heriberto Covarrubias,550000,19,-33.45311,-70.57126
68,74,DUBLÉ ALMEYDA / SANTA JULIA,550000,19,-33.45832,-70.58891
85,90,EXEQUIEL FERNANDEZ / MACUL,550000,19,-33.46190,-70.59980
78,82,"José Domingo Cañas 1859, Ñuñoa, Santiago",540000,19,-33.45679,-70.61194
80,90,METRO CHILE ESPAÑA / JOSÉ PEDRO ALESSANDRI,550000,19,-33.45567,-70.59835
65,70,Sucre / Suecia,540000,19,-33.44789,-70.60089
72,79,Jose M Infante/ Santa Isabel/ Barrio Italia,535000,19,-33.44763,-70.61894
90,92,obispo orrego 1190,530000,19,-33.46254,-70.62005
68,82,SANTA JULIA / DUBLÉ ALMEYDA,530000,19,-33.45800,-70.58988
71,75,DIAGONAL ORIENTE / METRO VILLA FREI,530000,19,-33.45565,-70.57850
86,86,CAUQUENES 146 - Departamento 45,530000,19,-33.45580,-70.57621
85,185,Irarrázabal / Hamburgo,530000,19,-33.45398,-70.57702
69,78,Plaza Ñuñoa,530000,19,-33.45591,-70.59097
70,77,Espronceda 440,530000,19,-33.45060,-70.59947
60,70,Ricardo Lyon  / Capitán Orellana,531115,19,-33.45276,-70.60174
62,70,Plaza Ñuñoa - 2D y 2B,530000,19,-33.45590,-70.59100
60,62,Metro Plaza Egaña,531115,19,-33.45284,-70.57368
59,69,Nuncio Laghi,531115,19,-33.45690,-70.57230
58,70,Amplio Depto. Metro Ñuñoa 2D|2B con Estac.,530000,18,-33.45685,-70.60462
52,60,Cercano a Plaza Ñuñoa,530000,18,-33.45278,-70.58925
58,68,Nuncio Laghi / A. Vespucio / Metro P Ega,530000,18,-33.45690,-70.57230
76,76,Metro Irarrázaval - Jose Domingo Cañas,530000,18,-33.45490,-70.62510
72,75,Profesor Gomez Millas / Exequiel Fernandez,530000,18,-33.46147,-70.60033
64,72,Banco Itaú-Precio incluye GGCC,530000,18,-33.45484,-70.57609
72,75,PROFESOR JUAN GÓMEZ MILLAS,530000,18,-33.46143,-70.60118
65,65,Metro Bilbao,530000,18,-33.43663,-70.57915
60,64,Simón Bolívar/ Pedro Torres,550000,19,-33.44840,-70.58710
72,75,Portal Ñuñoa,530000,18,-33.46165,-70.59916
65,70,¡OPORTUNIDAD! San Jorge/Av Irarrázaval - Metro Villa Frei,550000,19,-33.45475,-70.57783
64,68,Estilo Mariposa Metro Irarrázaval. LM #19-58,550000,19,-33.45104,-70.62900
75,80,García Moreno 2448,550000,19,-33.43486,-70.58222
90,85,Metro Monseñor Eyzaguirre,550000,19,-33.45240,-70.62010
58,58,José Pedro Alessandri / Eduardo Castillo Velasco,550000,19,-33.46014,-70.59830
70,73,Av. Simón Bolívar / Chile España,550000,19,-33.44891,-70.59712
88,98,Los Jardines./ Dublé Almeyda. Cerca Plaza Ñuñoa,550000,19,-33.45832,-70.58891
80,86,Cauquenes / Diagonal Oriente,550000,19,-33.45621,-70.57653
70,76,Hannover / Avda. Ossa,550000,19,-33.45180,-70.57300
83,86,"PLAZA LILLO, METRO ÑUÑOA, 2 DORMITORIOS, 2 BAÑOS",550000,19,-33.45685,-70.60682
66,66,Duble Almeyda,550000,19,-33.45470,-70.61170
70,70,HANNOVER/ IRÁRRAZAVAL,550000,19,-33.45220,-70.57440
75,75,IRARRAZAVAL / DUBLE ALMEYDA,550000,19,-33.45600,-70.59420
75,78,Dublé Ñuñoa,550000,19,-33.45680,-70.59890
70,70,Departamento en Coventry,550000,19,-33.44590,-70.58110
80,88,Irarrazaval / Diagonal Oriente,550000,19,-33.45457,-70.58256
60,68,Plaza Ñuñoa - Metro Ñuñoa,550000,19,-33.45180,-70.59820
68,75,José Domingo Cañas / Pedro de Valdivia,540000,19,-33.45720,-70.60370
78,82,Villaseca / Simon Bolivar,540000,19,-33.45344,-70.60350
60,74,tegualda  1662,540000,19,-33.44931,-70.62279
57,61,"Avenida Ricardo Lyon 3231, Ñuñoa",540000,19,-33.45100,-70.60269
68,80,Coventry / Tobalaba - Excelente dpto!!,550000,19,-33.43618,-70.58008
95,225,Avenida Quilín 5662,750000,26,-33.49106,-70.57360
100,110,"Metro Quilin, al lado de supermercado mall y clínica",650000,23,-33.48982,-70.57572
130,150,Consistorial / El Embalse,850000,30,-33.49410,-70.54990
86,86,consistorial con departamental,500000,17,-33.51196,-70.55479
70,75,Antupiren 7408,470000,16,-33.47550,-70.55430
110,235,Consistorial / Entre Quilin y Los Presid,1100000,39,-33.49230,-70.55030
112,130,"El embalse/Nuevo, 2 Est/ Sin Aval 8600",850000,30,-33.49400,-70.54919
60,148,"JOSE ARRIENTA, CERCA HERBARIUM",650000,23,-33.46665,-70.52701
115,125,Avenida Quilín 5662,645000,23,-33.49056,-70.57480
95,105,Mar Tirreno 3610,600000,21,-33.48973,-70.57581
60,148,"JOSE ARRIENTA, CERCA HERBARIUM",650000,23,-33.46665,-70.52701
105,112,Mar Tirreno 3360,650000,23,-33.48757,-70.57585
80,230,Las Raíces,650000,23,-33.47610,-70.52400
89,107,EDIFICO NUEVO EN ARRIENDO EL EMBALSE - AV. CONSISTORIAL,650000,23,-33.49342,-70.54961
80,80,Avenida Hacienda Macul 5701,560000,20,-33.49105,-70.57160
60,88,Jose Arrieta,650000,23,-33.46676,-70.52691
93,105,Consistorial,590000,21,-33.51097,-70.55467
69,72,Avenida Consistorial 6130 - Departamento 74,550000,19,-33.51097,-70.55467
70,76,LOS PRESIDENTES 8090,520000,18,-33.48779,-70.55207
78,85,Avenida Hacienda Macul 5701,550000,19,-33.49124,-70.57143
65,70,"Dpto A Pasos metro y mall Quilin, todos los servicios, entrega inmediata!! COORDINE VISITA",450000,16,-33.48973,-70.57581
69,74,LOS PRESIDENTES 8090,520000,18,-33.48777,-70.55296
50,50,San Luis de Macul - Las Torres con Los C,400000,14,-33.50110,-70.57730
70,77,Los Presidentes / Av. Consistorial,430000,15,-33.48751,-70.55281
68,75,LOS PRESIDENTES 8130,520000,18,-33.48808,-70.55218
55,63,Avenida Américo Vespucio 4860,350000,12,-33.50282,-70.58772
50,54,Vespucio - Metro las Torres,350000,12,-33.50272,-70.58782
24,724,Álvaro Casanova con Quebrada De Tana,235000,8,-33.47179,-70.52437
154,154,"Arriendo espectacular depto. nuevo, 3D/3B, A. Casanova, PEÑALOLÉN ALTO.",840000,30,-33.46777,-70.52370
22,622,Alvaro Casanova con Quebrada de Tana,210000,7,-33.47179,-70.52437
120,174,Jose Arrieta 9870 - Departamento 96,840000,30,-33.46557,-70.53054
