,supConstruida,terreno,title,valorCLP,valorUF,x,y,valorPesos,evaluation
10535,65.0,65.0,METRO SALVADOR,550000,19,-33.428090000000005,-70.62527,550000,Yes
10536,73.0,80.0,Bilbao con Ricado Lyon,539000,19,-33.44215,-70.60426,539000,Yes
10537,60.0,65.0,Marcel Duhaut 2965 - Departamento 305,520000,18,-33.42765,-70.59104,520000,Yes
10538,65.0,65.0,Metro Salvador,550000,19,-33.43549,-70.62023,550000,Yes
10539,50.0,56.0,EL VERGEL - LOS LEONES - DEPARTAMENTO DE LUJO SIN MUEBLES PARA EJECUTIVOS,550000,19,-33.43258,-70.60229,550000,Yes
10540,80.0,86.0,Las Dalias / El Bosque,600000,21,-33.429970000000004,-70.59468000000001,600000,Yes
10541,80.0,85.0,Metro Inés de Suárez - Pedro de Valdivia,600000,21,-33.4404,-70.6047,600000,Yes
10542,70.0,70.0,LOS CONQUISTADORES/ PROVIDENCIA,600000,21,-33.4173,-70.6129,600000,Yes
10543,83.0,83.0,PROVIDENCIA/ GUARDIA VIEJA,600000,21,-33.4226,-70.6108,600000,Yes
10544,50.0,67.0,Pocuro / Holanda,600000,21,-33.43407,-70.59993,600000,Yes
10545,45.0,65.0,DARIO URZUA / RICARDO LYON,645000,23,-33.43037,-70.60791,645000,Yes
10546,58.0,58.0,Darío Urzúa 2086,600000,21,-33.43011,-70.60835,600000,Yes
10547,45.0,51.0,las dalias 2500,599000,21,-33.43112,-70.60031,599000,Yes
10548,60.0,70.0,Suecia/Av. los Leones/ Eliodoro Yañez,648519,23,-33.42964,-70.60409,648519,Yes
10549,127.0,127.0,Avenida Francisco Bilbao 3776,640000,23,-33.43153,-70.58353000000001,640000,Yes
10550,60.0,70.0,Suecia/Av. los Leones/ Eliodoro Yañez,648519,23,-33.42971,-70.60356999999999,648519,Yes
10551,45.0,51.0,METRO PEDRO DE VALDIVIA PROVIDENCIA,630000,23,-33.42508,-70.61604,630000,Yes
10553,50.0,56.0,"Metro Ines de Suarez, Los Leones con Pocuro frente Plaza La Alcaldesa",650000,23,-33.43509,-70.60155,650000,Yes
10554,60.0,70.0,A. HENCKEL / SUECIA / AMOBLADO,650000,23,-33.4295,-70.604,650000,Yes
10555,80.0,80.0,Metro Pedro de Valdivia,650000,23,-33.42419,-70.61594000000001,650000,Yes
10556,96.0,118.0,"Arriendo amplio depto., 3D/2B, a 3 cuadras de Metro Inés de Suárez, PROVIDENCIA.",650000,23,-33.43634,-70.6025,650000,Yes
10557,85.0,85.0,Metro Los Leones - Ricardo Lyon,650000,23,-33.4252,-70.6083,650000,Yes
10559,80.0,80.0,MARCHANT PEREIRA 1050,650000,23,-33.434129999999996,-70.61081,650000,Yes
10561,97.0,97.0,Bustos / Los Leones - Suecia,650000,23,-33.43952,-70.60131,650000,Yes
10562,70.0,79.0,Roman Díaz,650000,23,-33.43293,-70.6208,650000,Yes
10563,90.0,102.0,Vale la pena visitarlo!! Excelente depto a pasos del Metro Bilbao y de Pocuro,650000,23,-33.4348,-70.59600999999999,650000,Yes
10564,50.0,58.0,LAS DALIAS - HOLANDA CON ELIODORO YAÑEZ - AMOBLADO  - HERMOSA VISTA - MODERNO,650000,23,-33.43117,-70.60001,650000,Yes
10566,96.0,100.0,Suecia / Bilbao,650000,23,-33.4386,-70.6019,650000,Yes
10567,87.0,87.0,Luis Amundsen,650000,23,-33.4423,-70.6041,650000,Yes
10568,90.0,100.0,Luis Thayer Ojeda / eliodoro yanez,650000,23,-33.43485,-70.61573,650000,Yes
10569,70.0,80.0,AMOBLADO Silvina Hurtado con Antonio Varas,650000,23,-33.43468,-70.61234,650000,Yes
10570,100.0,105.0,Suecia,650000,23,-33.43855,-70.60195,650000,Yes
10571,60.0,65.0,José Manuel Infante / Rengo,650000,23,-33.44763,-70.61894000000001,650000,Yes
10572,90.0,95.0,Suecia,650000,23,-33.43855,-70.60195,650000,Yes
10573,60.0,74.0,DEPARTAMENTO NUEVO BERNARDO MORIN CON SALVADOR,650000,23,-33.43797,-70.6268,650000,Yes
10574,97.0,112.0,los Leones  / Bustos,650000,23,-33.43939,-70.60065,650000,Yes
10575,90.0,95.0,SUECIA / BUSTOS,650000,23,-33.4395,-70.6019,650000,Yes
10576,100.0,205.0,Metro Inés de Suarez 3 Dormitorios,650000,23,-33.4386,-70.6019,650000,Yes
10577,100.0,100.0,BUSTAMANTE,650000,23,-33.4403,-70.6314,650000,Yes
10578,85.0,95.0,Santa Beatriz /METRO M.MONTT 269,650000,23,-33.42566,-70.61922,650000,Yes
10579,80.0,94.0,Eliodoro Yañez / Antonio Varas,650000,23,-33.43205,-70.61272,650000,Yes
10581,80.0,80.0,la concepción  80,650000,23,-33.42519,-70.61568,650000,Yes
10582,70.0,74.0,DEPARTAMENTO NUEVO A ESTRENAR!!! - EXCEL,650000,23,-33.4359,-70.6023,650000,Yes
10583,75.0,85.0,Praga 525 - Departamento 6,650000,23,-33.444390000000006,-70.62451999999999,650000,Yes
10584,58.0,63.0,Departamento Amoblado Metro Tobalaba,650000,23,-33.42275,-70.60200999999999,650000,Yes
10585,56.0,56.0,"A estrenar, a pasos Costanera Center , bajo gasto común.",650000,23,-33.418859999999995,-70.60745,650000,Yes
10586,90.0,105.0,"Cálido y luminoso, Providencia",650000,23,-33.4271,-70.5998,650000,Yes
10587,70.0,74.0,DEPARTAMENTO NUEVO A ESTRENAR!!!  MUY ELEGANTE TOP - EXCELENTE UBICACIÓN - LOS LEONES  POCURO,650000,23,-33.43587,-70.6022,650000,Yes
10588,68.0,71.0,Padre Restrepo 2667 - Departamento 308,650000,23,-33.43461,-70.59643,650000,Yes
10589,70.0,78.0,Ricardo Lyon / Diego de AlMagro,650000,23,-33.4429,-70.60314,650000,Yes
10590,58.0,70.0,HERNANDO DE AGUIRRE / ELIODORO YAÑEZ,650000,23,-33.4288,-70.5974,650000,Yes
10591,50.0,50.0,metro pédro de valdivia,650000,23,-33.43485,-70.61573,650000,Yes
10592,70.0,74.0,DEPARTAMENTO NUEVO A ESTRENAR!!! MUY ELEGANTE TOP - EXCELENTE UBICACIÓN - LOS LEONES POCURO,650000,23,-33.43591,-70.60229,650000,Yes
10593,120.0,140.0,Bustos /Suecia,650000,23,-33.4396,-70.60099,650000,Yes
10594,120.0,140.0,Bustos /Suecia,650000,23,-33.43958,-70.60108000000001,650000,Yes
10595,82.0,92.0,Valenzuela castillo 1349,650000,23,-33.4349,-70.6162,650000,Yes
10596,120.0,140.0,Bustos /Suecia,650000,23,-33.43958,-70.60108000000001,650000,Yes
10597,52.0,59.0,DIEGO DE ALMAGRO / LYON,650000,23,-33.443,-70.6033,650000,Yes
10598,120.0,140.0,Bustos /Suecia,650000,23,-33.43958,-70.60108000000001,650000,Yes
10599,97.0,113.0,Bustos/ Los Leones,650000,23,-33.4393,-70.6007,650000,Yes
10600,72.0,72.0,MIGUEL CLARO,650000,23,-33.44344,-70.6176,650000,Yes
10601,80.0,89.0,Avenida Manuel Montt / Valenzuela Castillo,650000,23,-33.43486,-70.61676,650000,Yes
10602,105.0,110.0,Providencia - Tobalaba - Carlos Antunez,650000,23,-33.42555,-70.59303,650000,Yes
10603,127.0,135.0,FRANCISCO BILBAO / TOBALABA,650000,23,-33.43269,-70.58548,650000,Yes
10604,59.0,73.0,Frente a Plazuela Bernarda Morin cercano a Metro Salvador,650000,23,-33.43797,-70.6268,650000,Yes
10631,75.0,75.0,Amoblado Las Hortensias / Suecia,650000,23,-33.4302,-70.6064,650000,Yes
10638,58.0,62.0,INCREÍBLE AMOBLADO,650000,23,-33.4253,-70.61865,650000,Yes
10639,64.0,70.0,Parque Bustamante,650000,23,-33.4459,-70.6334,650000,Yes
10641,70.0,140.0,Carlos Antunez / Providencia,650000,23,-33.42645,-70.61448,650000,Yes
10643,65.0,65.0,Metro Salvador,650000,23,-33.43549,-70.62023,650000,Yes
10644,59.0,73.0,Bernarda Morin 467 - Departamento 304,650000,23,-33.43797,-70.6268,650000,Yes
10645,80.0,80.0,Matilde Salamanca,650000,23,-33.43476,-70.61243,650000,Yes
10646,79.0,83.0,Los Leones - Metro,650000,23,-33.4229,-70.61158,650000,Yes
10648,68.0,75.0,Metro Manuel Montt,650000,23,-33.43485,-70.61573,650000,Yes
10649,68.0,86.0,Av. Ricardo Lyon / Pocuro,650000,23,-33.43606,-70.60452,650000,Yes
10694,140.0,160.0,Plaza Las Lilas / Metro Colon / Excelent,642929,23,-33.426,-70.5939,642929,Yes
10696,70.0,75.0,Román Díaz,642929,23,-33.43586,-70.62023,642929,Yes
10697,100.0,105.0,Metro Ines de Suárez,642929,23,-33.43897,-70.60710999999999,642929,Yes
10698,72.0,144.0,"Providencia, Antonio Varas – Silvina Hurtado, dpto amoblado, dos dormitorios, dos baños, estacionamiento y bodega. Se Arrienda.",642929,23,-33.4353,-70.615,642929,Yes
10699,64.0,70.0,Willie Arthur / Bustos,642929,23,-33.44042,-70.60489,642929,Yes
10700,50.0,60.0,A ESTRENAR!! POCURO / LOS LEONES,640000,22,-33.434870000000004,-70.60168,640000,Yes
10701,78.0,78.0,Miguel Claro / Rengo,640000,22,-33.44814,-70.61684,640000,Yes
10702,69.0,81.0,Génova / Av.Pedro de Valdivia- AMOBLADO,640000,22,-33.42948,-70.60871999999999,640000,Yes
10703,90.0,90.0,Lyon / Metro Ines de Suarez,640000,22,-33.4455,-70.6032,640000,Yes
10704,65.0,71.0,Avenida Nueva Providencia 1372,630000,22,-33.42872,-70.61856,630000,Yes
10705,50.0,57.0,Pedro de Valdivia Norte - El Cerro. Impecable,634543,22,-33.42237,-70.62219,634543,Yes
10706,110.0,110.0,Avenida Nueva Providencia 2250,635000,22,-33.42107,-70.60894,635000,Yes
10707,62.0,62.0,Darío Urzúa 1881,630000,22,-33.43138,-70.61216999999999,630000,Yes
10708,115.0,130.0,Avenida Ricardo Lyon 755 - Departamento 22,630000,22,-33.42838,-70.60759,630000,Yes
10709,50.0,57.0,Edificio Now -  Hotel Sheraton,640000,22,-33.4224,-70.6222,640000,Yes
10710,65.0,70.0,Los Leones/Bustos - Con o Sin Muebles!,625000,22,-33.4389,-70.6006,625000,Yes
10711,72.0,90.0,Bosque Norte - Carlos Antúnez / Los Leon,630000,22,-33.4274,-70.6039,630000,Yes
10712,100.0,100.0,Traiguen 2323 - Departamento 301,630000,22,-33.42439,-70.60517,630000,Yes
10713,100.0,123.0,Costanera Center I Metro Tobalaba I Metro El Golf,630000,22,-33.416740000000004,-70.60304000000001,630000,Yes
10714,75.0,82.0,Parque Bustamante,650000,23,-33.44024,-70.63133,650000,Yes
10715,96.0,101.0,"Bustos, Providencia",650000,23,-33.43949,-70.60117,650000,Yes
10716,78.0,87.0,BARRIO ITALIA - PROVIDENCIA,650000,23,-33.44155,-70.622,650000,Yes
10717,60.0,68.0,METRO LOS LEONES,650000,23,-33.4223,-70.6074,650000,Yes
10718,90.0,110.0,Municipalidad de Providencia - Pedro de,650000,23,-33.4283,-70.6091,650000,Yes
10719,60.0,95.0,Antonio Varas con Los Capitanes,650000,23,-33.4453,-70.6127,650000,Yes
10720,100.0,105.0,Suecia // Metro Inez de Suarez// Francisco Bilbao,650000,23,-33.43855,-70.60195,650000,Yes
10721,98.0,100.0,Carlos Antunez,650000,23,-33.4249,-70.5935,650000,Yes
10722,59.0,73.0,Frente a Plazuela Bernarda Morin cercano a Metro Salvador,650000,23,-33.43797,-70.6268,650000,Yes
10723,60.0,65.0,José Manuel Infante / Rengo,650000,23,-33.44763,-70.61894000000001,650000,Yes
10724,95.0,115.0,ELIODORO YAÑEZ / DARIO URZUA,650000,23,-33.431470000000004,-70.61415,650000,Yes
10725,100.0,110.0,CARMEN SYLVA-CARLOS ANTÚNEZ,650000,23,-33.4248,-70.5952,650000,Yes
10726,90.0,100.0,Av Providencia,650000,23,-33.4189,-70.6026,650000,Yes
10727,60.0,70.0,A. HENCKEL / SUECIA / AMOBLADO,650000,23,-33.4295,-70.604,650000,Yes
10728,58.0,63.0,Departamento Amoblado Metro Tobalaba,650000,23,-33.42275,-70.60200999999999,650000,Yes
10729,50.0,53.0,Amoblado // Patio Bellavista,650000,23,-33.4339,-70.6367,650000,Yes
10730,85.0,97.0,Manuel Montt / Providencia,650000,23,-33.43007,-70.61976999999999,650000,Yes
10731,71.0,81.0,Pirineos/ Marchant Pereira,650000,23,-33.4428,-70.6081,650000,Yes
10732,100.0,203.0,METRO INES DE SUAREZ / SUECIA,650000,23,-33.43855,-70.60195,650000,Yes
10733,105.0,110.0,Suecia // Bilbao,650000,23,-33.4388,-70.602,650000,Yes
10734,95.0,95.0,"Excelente ubicación, Bustos con Los Leones.",650000,23,-33.43919,-70.60117,650000,Yes
10735,44.0,44.0,Metro Los Leones,650000,23,-33.4215,-70.6084,650000,Yes
10736,75.0,85.0,Metro Bilbao / Coventry,650000,23,-33.43607,-70.58036,650000,Yes
10737,77.0,87.0,Dario Urzua / Metro Pedro de Valdivia /,630000,22,-33.4306,-70.6102,630000,Yes
10738,80.0,80.0,KF- Depto Lota (Est+1bd),630000,22,-33.4246,-70.6064,630000,Yes
10739,57.0,57.0,El Cerro / Parque Metropolitano,630000,22,-33.42201,-70.6222,630000,Yes
10740,85.0,85.0,Sector Suecia con Lota,630000,22,-33.4245,-70.6067,630000,Yes
10741,75.0,78.0,Avenida Los Leones / Bustos,630000,22,-33.43866,-70.60028,630000,Yes
10742,80.0,80.0,Suecia / Lota / Carmen Silva / Metro Los Leones,629511,22,-33.42476,-70.60656999999999,629511,Yes
10743,57.0,65.0,Metro Bustamante,625000,22,-33.438829999999996,-70.62738,625000,Yes
10744,66.0,73.0,"Galvarino Gallardo, Providencia",625000,22,-33.43002,-70.61206,625000,Yes
10745,68.0,72.0,Moderno departamento se arrienda en Providencia,628952,22,-33.43888,-70.60064,628952,Yes
10746,65.0,73.0,Metro los leones,620000,22,-33.4275,-70.60898,620000,Yes
10747,59.0,73.0,Bernarda Morin 467 - Departamento 304,620000,22,-33.43797,-70.6268,620000,Yes
10748,82.0,112.0,Eliodoro Yañez 2070,620000,22,-33.43105,-70.6082,620000,Yes
10749,59.0,73.0,Bernarda Morin 467 - Departamento 304,620000,22,-33.43797,-70.6268,620000,Yes
10750,80.0,90.0,¡Ubicación Inigualable! Los Leones esquina Las Violetas,620000,22,-33.4336,-70.6029,620000,Yes
10751,82.0,90.0,Excelente Departamento Manuel Montt,620000,22,-33.4277,-70.6211,620000,Yes
10752,60.0,63.0,Metro Bilbao - Tobalaba con Mayflower,620000,22,-33.4337,-70.584,620000,Yes
10753,78.0,78.0,Alférez Real - Miguel Claro  /Santa Isab,620000,22,-33.4478,-70.614,620000,Yes
10754,70.0,70.0,Tomás Guevara 222,620000,22,-33.42827,-70.59042,620000,Yes
10755,77.0,90.0,Miguel Claro con Manuel Maira,620000,22,-33.443529999999996,-70.61751,620000,Yes
10756,75.0,75.0,Las Hortensias / Tobalaba,614975,22,-33.425540000000005,-70.59249,614975,Yes
10757,80.0,80.0,Tobalaba / Carlos Antunez,619168,22,-33.42502,-70.59378000000001,619168,Yes
10758,40.0,47.0,METRO M. MONTT/ AV PROVIDENCIA,614975,22,-33.4291,-70.6195,614975,Yes
10759,50.0,60.0,Los Leones / Pocuro,600000,21,-33.43485,-70.61573,600000,Yes
10760,68.0,73.0,LOS LEONES / AMOBLADO / EDIFICIO MODERNO,600000,21,-33.43888,-70.60064,600000,Yes
10761,62.0,65.0,Los Leones/Bustos,600000,21,-33.43893,-70.60039,600000,Yes
10762,62.0,65.0,Los Leones/Bustos,600000,21,-33.43893,-70.60039,600000,Yes
10763,47.0,52.0,M.MONTT/ AV PROVIDENCIA,614975,22,-33.4291,-70.6195,614975,Yes
10764,67.0,73.0,"Galvarino Gallardo, Providencia",600000,21,-33.43002,-70.61206,600000,Yes
10765,65.0,70.0,DEPARTAMENTO AMOBLADO -  LOS LEONES CON BILBAO,600000,21,-33.43888,-70.60064,600000,Yes
10766,80.0,80.0,SECTOR P. DE VALDIVIA- PADRE MARIANO,600000,21,-33.425,-70.614,600000,Yes
10767,95.0,95.0,Av. Holanda con El Vergel,600000,21,-33.43485,-70.61573,600000,Yes
10768,95.0,129.0,"HERNANDO DE AGUIRRE / DIEGO DE AL,MAGRO",600000,21,-33.439009999999996,-70.59396,600000,Yes
10769,75.0,84.0,Avenida Providencia 1328 - Departamento 101,600000,21,-33.42848,-70.61984,600000,Yes
10770,76.0,82.0,Avenida Providencia 1328,600000,21,-33.4285,-70.6198,600000,Yes
10771,60.0,65.0,"CASA / DEPTO TIPO LOFT, REMODELADO / BARRIO ITALIA",600000,21,-33.4474,-70.62388,600000,Yes
10772,65.0,70.0,Luis tayer ojeda / Padre Restrepo,600000,21,-33.43461,-70.59643,600000,Yes
10773,100.0,100.0,SEMINARIO / BILBAO,600000,21,-33.44225,-70.62951,600000,Yes
10774,68.0,71.0,Pocuro - Padre Restrepo,600000,21,-33.43461,-70.59643,600000,Yes
10775,67.0,100.0,DEPTO TIPO LOFT/ CON ESTACIONAMIENTO.Barrio Diego de Almagro,600000,21,-33.43874,-70.59243000000001,600000,Yes
10776,65.0,70.0,EXCELENTE DEPARTAMENTO - LOS LEONES CON BILBAO,600000,21,-33.43888,-70.60064,600000,Yes
10777,61.0,71.0,Luis tayer ojeda / Pocuro,600000,21,-33.434740000000005,-70.59735,600000,Yes
10778,47.0,50.0,Las Violetas departamento ESPEJO,600000,21,-33.4338,-70.603,600000,Yes
10779,60.0,60.0,Metro Colón - Cristobal Colon,600000,21,-33.4262,-70.5911,600000,Yes
10780,60.0,60.0,guardia vieja/ ricardo lyon,600000,21,-33.4225,-70.6105,600000,Yes
10781,120.0,120.0,Condell - Estación Metro Salvador,580000,20,-33.43535,-70.62854,580000,Yes
10782,50.0,61.0,Avenida Pocuro 2485 - Departamento 6,580000,20,-33.43427,-70.59955,580000,Yes
10783,92.0,95.0,Antonio Varas / Vasconia,580000,20,-33.44182,-70.61272,580000,Yes
10784,90.0,92.0,Perez Valenzuela 1257,580000,20,-33.42794,-70.62118000000001,580000,Yes
10785,40.0,40.0,Los Leones con Pocuro Frente Plaza La Alcaldesa,580000,20,-33.43509,-70.60155,580000,Yes
10786,60.0,60.0,miguel claro .,580000,20,-33.43972,-70.61831,580000,Yes
10787,37.0,40.0,Metro Salvador - Providencia con Salvado,580000,20,-33.4339,-70.6261,580000,Yes
10788,125.0,132.0,Avda. Holanda / Carmen Sylva,580000,20,-33.42443,-70.60226,580000,Yes
10789,60.0,68.0,SECTOR METRO MANUEL MONTT,580000,20,-33.4272,-70.6178,580000,Yes
10790,37.0,40.0,Metro Salvador - Providencia con Salvado,580000,20,-33.4338,-70.6261,580000,Yes
10791,70.0,81.0,"Avda. Francisco Bilbao, a media cuadra de Antonio Varas y tres cuadras de Metro Inés de Suárez L6.",580000,20,-33.43909,-70.61206,580000,Yes
10792,40.0,40.0,Los Leones con Pocuro,580000,20,-33.43509,-70.60155,580000,Yes
10793,93.0,93.0,El Vergel / Hernando de Aguirre,580000,20,-33.4314,-70.5956,580000,Yes
10794,70.0,70.0,Avenida Los Leones 2161,580000,20,-33.43888,-70.60064,580000,Yes
10795,65.0,70.0,Suecia 527,580000,20,-33.42539,-70.60621,580000,Yes
10796,70.0,80.0,Bustos / Ricardo Lyon,580000,20,-33.43976,-70.60373,580000,Yes
10797,40.0,40.0,Ricardo Lyon / Pocuro,570000,20,-33.43542,-70.60376,570000,Yes
10798,40.0,40.0,Ricardo Lyon / Pocuro,570000,20,-33.43554,-70.60416,570000,Yes
10799,70.0,75.0,Diego de Almagro / La Verbena,610000,21,-33.43509,-70.58608000000001,610000,Yes
10800,47.0,47.0,Pocuro /Lyon amplio,570000,20,-33.43619,-70.60407,570000,Yes
10801,90.0,102.0,Eliodoro Yáñez/Luis Thayer Ojeda,570000,20,-33.429959999999994,-70.5983,570000,Yes
10802,90.0,102.0,Eliodoro Yáñez/Luis Thayer Ojeda,570000,20,-33.429959999999994,-70.5983,570000,Yes
10803,61.0,65.0,Lota / Holanda,570000,20,-33.4227,-70.6018,570000,Yes
10804,70.0,70.0,Nueva Providencia / Manuel Montt,570000,20,-33.42879,-70.61871,570000,Yes
10805,75.0,75.0,Renato Zanelli 1498,600000,21,-33.441559999999996,-70.59411999999999,600000,Yes
10806,52.0,62.0,Lota / Holanda / Luis Thayer Ojeda,600000,21,-33.42275,-70.60200999999999,600000,Yes
10807,70.0,74.0,AMOBLADO - GENERAL HOLLEY / SUECIA - AMPLIO DEPARTAMENTO DE 1 DORMITORIOS IMPECABLE,600000,21,-33.420120000000004,-70.6079,600000,Yes
10808,65.0,73.0,Ricardo lyon 505 - Departamento 704,600000,21,-33.43485,-70.61573,600000,Yes
10809,100.0,100.0,Avenida Manuel Montt 051,600000,21,-33.4283,-70.62057,600000,Yes
10810,70.0,74.0,AMOBLADO - GENERAL HOLLEY / SUECIA - AMP,600000,21,-33.4201,-70.6079,600000,Yes
10811,35.0,35.0,Metro Manuel Montt,600000,21,-33.42788,-70.61978,600000,Yes
10812,65.0,73.0,Pasos metro Salvador,600000,21,-33.43275,-70.62499,600000,Yes
10813,48.0,54.0,AMOBLADO AL LADO DEL METRO MANUEL MONTT,600000,21,-33.4287,-70.6186,600000,Yes
10814,90.0,90.0,Metro Pedro de Valdivia,585000,21,-33.4266,-70.61449,585000,Yes
10815,60.0,60.0,Suecia / Nueva Providencia,600000,21,-33.42107,-70.6077,600000,Yes
10816,45.0,45.0,Av del Cerro | Cercano al Parque Metropo,600000,21,-33.423,-70.6215,600000,Yes
10817,66.0,80.0,EL VERGEL - LOS LEONES - DEPARTAMENTOS NUEVOS PARA EJECUTIVOS DE EMPRESAS!!,600000,21,-33.43254,-70.60195,600000,Yes
10818,64.0,64.0,CIRUJANO GUZMAN - METRO MANUEL MONTT  EXCELENTE ESTADO 2DORMITORIOS,603794,21,-33.4279,-70.61808,603794,Yes
10819,110.0,110.0,Suecia,600000,21,-33.4253,-70.6082,600000,Yes
10820,50.0,95.0,Suecia  / Coronel,595000,21,-33.42268,-70.60691,595000,Yes
10821,55.0,59.0,EXCLUSIVOS DEPARTAMENTOS NUEVOS AMOBLADO,600000,21,-33.4359,-70.6023,600000,Yes
10822,75.0,75.0,Renato Zanelli 1498,600000,21,-33.441559999999996,-70.59411999999999,600000,Yes
10823,40.0,40.0,Los Leones con Pocuro Frente Plaza La Alcaldesa,600000,21,-33.43509,-70.60155,600000,Yes
10824,80.0,85.0,GENERAL HOLLEY / METRO LOS LEONES,600000,21,-33.419940000000004,-70.60789,600000,Yes
10825,65.0,79.0,Vicuña Cifuentes,600000,21,-33.4319,-70.6038,600000,Yes
10826,78.0,82.0,Nueva Providencia / Francisco Noguera,600000,21,-33.42373,-70.61328,600000,Yes
10827,55.0,60.0,SILVINA HURTADO 1807 - Departamento 205,570000,20,-33.435179999999995,-70.61178000000001,570000,Yes
10828,55.0,63.0,Metro Ines de Suarez. Los Leones con Pocuro Frente Plaza La Alcaldesa,600000,21,-33.43509,-70.60155,600000,Yes
10829,75.0,81.0,Pocuro / Colegio San Ignacio,600000,21,-33.43312,-70.59618,600000,Yes
10830,30.0,45.0,"Metro Manuel Montt, en el corazón de providencia.",600000,21,-33.42872,-70.61856,600000,Yes
10831,40.0,40.0,"Departamento 1 habitación amoblado en pleno Providencia, Manuel Montt",600000,21,-33.429120000000005,-70.61952,600000,Yes
10832,40.0,40.0,"Departamento 1 habitación amoblado en pleno Providencia, Manuel Montt PRO",600000,21,-33.42879,-70.61871,600000,Yes
10833,40.0,40.0,"Departamento 1 habitación amoblado en pleno Providencia, Los Leones",600000,21,-33.42275,-70.60994000000001,600000,Yes
10834,45.0,53.0,ROMÁN DÍAZ / ELIODORO YAÑEZ,600000,21,-33.43657,-70.61994,600000,Yes
10835,100.0,100.0,"Excelente ubicación , Suecia con Eliodoro Yañez.",600000,21,-33.43051,-70.6046,600000,Yes
10836,89.0,100.0,Plaza Dinamarca,601837,21,-33.43895,-70.58861,601837,Yes
10837,89.0,100.0,Plaza Dinamarca,601837,21,-33.43895,-70.58861,601837,Yes
10838,70.0,80.0,Providencia / Lyon,600000,21,-33.4225,-70.6105,600000,Yes
10839,70.0,75.0,Los Conquistadores - Padre Letelier,600000,21,-33.41744,-70.61222,600000,Yes
10840,35.0,35.0,Nueva providencia,590000,21,-33.4227,-70.61,590000,Yes
10841,65.0,79.0,EL VERGEL - LOS LEONES - DEPARTAMENTOS N,600000,21,-33.4325,-70.602,600000,Yes
10842,42.0,45.0,Bernarda Morin 467 - Departamento 505,600000,21,-33.43797,-70.6268,600000,Yes
10843,60.0,72.0,Darío Urzúa / Vista Cordillera,600000,21,-33.4315,-70.6142,600000,Yes
10844,35.0,35.0,Nueva providencia,590000,21,-33.4227,-70.61,590000,Yes
10845,60.0,70.0,Copihue con El Bosque,600000,21,-33.424659999999996,-70.59716,600000,Yes
10846,47.0,53.0,Plaza Las Lilas - Amoblado,600000,21,-33.4312,-70.6,600000,Yes
10847,55.0,59.0,EXCLUSIVOS DEPARTAMENTOS NUEVOS AMOBLADOS DE ALTO NIVEL PARA EJECUTIVOS EXTRANJEROS!! VARIAS UNIDADES DISPONIBLES,600000,21,-33.43591,-70.60229,600000,Yes
10848,75.0,80.0,Metro Pedro Valdivia / Remodelado,600000,21,-33.425,-70.614,600000,Yes
10849,80.0,85.0,Metro Los Leones,600000,21,-33.4198,-70.60815,600000,Yes
10850,40.0,40.0,"Arriendo luminoso Departamento Amoblado, Calle Suecia - Metro Los Leones",570000,20,-33.42549,-70.60596,570000,Yes
10851,98.0,98.0,Cercano a metro Manuel Montt,570000,20,-33.426840000000006,-70.62094,570000,Yes
10852,80.0,100.0,"Precioso y luminoso departamento amoblado sector San Ignacio, Pocuro",600000,21,-33.43376,-70.60044,600000,Yes
10853,35.0,40.0,Arriendo departamento amoblado / Nueva Providencia / Altura Ricardo Lyon,590000,21,-33.422670000000004,-70.61003000000001,590000,Yes
10854,50.0,56.0,Metro Salvador,570000,20,-33.43443,-70.62680999999999,570000,Yes
10855,80.0,80.0,La concepción / Providencia,600000,21,-33.42519,-70.61568,600000,Yes
10856,50.0,55.0,Depto M. Pedro de Valdivia,565000,20,-33.4241,-70.6109,565000,Yes
10857,65.0,65.0,POCURO - LLEWELLYN JONES - LOS LEONES - METRO INES SUAREZ 6,550000,20,-33.433370000000004,-70.60084,550000,Yes
10858,43.0,53.0,Suecia - Carlos Antúnez - Metro Los Leones,560000,20,-33.42689,-70.60543,560000,Yes
10859,60.0,60.0,"Carmen Silva/ Josué Smith Solar, Impecable, disponibilidad inmediata",564659,20,-33.42472,-70.60548,564659,Yes
10860,70.0,70.0,"Avenida Francisco Bilbao 3561, Providencia",560000,20,-33.43363,-70.58624,560000,Yes
10861,65.0,75.0,Diego de Almagro/ Renato Zanelli,560000,20,-33.44102,-70.59443,560000,Yes
10862,90.0,102.0,holanda 828 - Departamento 31,560000,20,-33.42631,-70.60163,560000,Yes
10863,74.0,74.0,Metro Manuel Montt - Manuel Montt con Pr,560000,20,-33.429,-70.6201,560000,Yes
10864,85.0,85.0,Darío Urzúa * TODO PARQUET*  1987 - Departamento 1,560000,20,-33.43076,-70.61007,560000,Yes
10865,78.0,81.0,francisco noguera,560000,20,-33.42373,-70.6133,560000,Yes
10866,55.0,65.0,LAS HORTENCIAS / TOBALABA,559068,20,-33.4255,-70.5931,559068,Yes
10867,33.0,35.0,Lota / Suecia,550000,20,-33.423770000000005,-70.60645,550000,Yes
10868,55.0,60.0,Nueva de Lyon - Andrés Bello,550000,19,-33.42075,-70.61113,550000,Yes
10869,48.0,48.0,Federico Froebel 1840 - Departamento 1001,550000,19,-33.43258,-70.61187,550000,Yes
